end_time,Bush,Carson,Christie,Cruz,Fiorina,Huckabee,Kasich,Paul,Rubio,Santorum,Trump
2016-03-22,,,,0.34,,,0.20333333333333337,,,,0.42
2016-03-23,,,,0.26666666666666666,,,0.19333333333333336,,0.11,,0.44333333333333336
2016-03-24,,,,0.37,,,0.14,,,,0.48
2016-03-25,,,,0.37,,,0.13,,,,0.48
2016-03-26,,,,0.3066666666666667,,,0.16333333333333333,,,,0.4633333333333333
2016-03-27,,,,0.32,,,0.18666666666666668,,,,0.43999999999999995
2016-03-28,,,,0.38,,,0.21,,,,0.39
2016-03-29,,,,0.315,,,0.195,,,,0.45499999999999996
2016-03-30,,,,0.34,,,0.24,,,,0.41
2016-03-31,,,,0.345,,,0.23,,,,0.4
2016-04-01,,,,0.31,,,0.26,,,,0.43
2016-04-02,,,,0.32,,,0.22,,,,0.395
2016-04-03,,,,0.3025,,,0.20500000000000002,,,,0.40750000000000003
2016-04-04,,,,0.37,,,0.28,,,,0.35
2016-04-05,,,,0.39,,,0.23,,,,0.37
2016-04-06,,,,0.46,,,0.21,,,,0.33
2016-04-07,,,,0.4,,,0.23,,,,0.37
2016-04-08,,,,0.37,,,0.23,,,,0.4
2016-04-09,,,,0.4,,,0.19,,,,0.41
2016-04-10,,,,0.32999999999999996,,,0.185,,,,0.445
2016-04-11,,,,0.29333333333333333,,,0.16333333333333333,,,,0.48333333333333334
2016-04-12,,,,0.315,,,0.19,,,,0.435
2016-04-13,,,,0.28500000000000003,,,0.235,,,,0.45999999999999996
2016-04-14,,,,0.31,,,0.22999999999999998,,,,0.45
2016-04-15,,,,0.29,,,0.22,,,,0.48
2016-04-16,,,,0.28,,,0.2,,,,0.52
2016-04-17,,,,0.2833333333333334,,,0.15666666666666665,,,,0.4833333333333334
2016-04-18,,,,0.34,,,0.15,,,,0.51
2016-04-19,,,,0.38,,,0.14,,,,0.48
2016-04-20,,,,0.34,,,0.15,,,,0.49
2016-04-21,,,,0.31,,,0.17,,,,0.5
2016-04-22,,,,0.27,,,0.165,,,,0.495
2016-04-23,,,,0.28,,,0.18,,,,0.52
2016-04-24,,,,0.27,,,0.17333333333333334,,,,0.5
2016-04-25,,,,0.28,,,0.17,,,,0.54
2016-04-26,,,,0.29000000000000004,,,0.18,,,,0.505
2016-04-27,,,,0.3,,,0.17,,,,0.52
2016-04-28,,,,0.315,,,0.16,,,,0.49
2016-04-29,,,,0.31,,,0.14,,,,0.485
2016-04-30,,,,0.3,,,0.17,,,,0.52
2016-05-01,,,,0.25333333333333335,,,0.16333333333333333,,,,0.53
2016-05-02,,,,0.25,,,0.14,,,,0.55
2016-05-03,,,,0.26,,,0.17,,,,0.56
